date,total_cta_rides,bus_rides,train_rides,total_311_complaints,transit_related_complaints,traffic_record_count,total_traffic_volume,avg_traffic_volume,avg_traffic_speed,total_crimes,total_arrests,arrest_rate
2025-10-16,1054105.0,646871.0,407234.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,98.0,0.14327485380116958
2025-10-17,964764.0,601853.0,362911.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,99.0,0.13692946058091288
2025-10-18,743682.0,378492.0,365190.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,77.0,0.11702127659574468
2025-10-19,508601.0,305781.0,202820.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,74.0,0.12937062937062938
2025-10-20,948090.0,598862.0,349228.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,100.0,0.14534883720930233
2025-10-21,997790.0,612636.0,385154.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,94.0,0.14826498422712933
2025-10-22,997596.0,614247.0,383349.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,90.0,0.13595166163141995
2025-10-23,1006929.0,614580.0,392349.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,104.0,0.15902140672782875
2025-10-24,926870.0,583189.0,343681.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,102.0,0.14030261348005502
2025-10-25,630157.0,397236.0,232921.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,88.0,0.1375
2025-10-26,498747.0,320381.0,178366.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,101.0,0.14185393258426968
2025-10-27,875488.0,547573.0,327915.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,92.0,0.13352685050798258
2025-10-28,1018581.0,635040.0,383541.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,99.0,0.14431486880466474
2025-10-29,1027405.0,641377.0,386028.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,93.0,0.15024232633279483
2025-10-30,1035007.0,641498.0,393509.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,94.0,0.14551083591331268
2025-10-31,955436.0,597998.0,357438.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,91.0,0.1315028901734104
2025-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,92.0,0.13813813813813813
2025-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,115.0,0.16312056737588654
2025-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,100.0,0.14705882352941177
2025-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,101.0,0.15419847328244274
2025-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,81.0,0.1287758346581876
2025-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,100.0,0.15772870662460567
2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,85.0,0.1388888888888889
2025-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,89.0,0.14735099337748345
2025-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,89.0,0.16856060606060605
2025-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,75.0,0.1540041067761807
2025-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,80.0,0.14925373134328357
2025-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,103.0,0.16559485530546625
2025-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,94.0,0.15878378378378377
2025-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,111.0,0.16063675832127353
2025-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,107.0,0.15049226441631505
2025-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,104.0,0.16326530612244897
2025-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,109.0,0.16244411326378538
2025-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,73.0,0.1298932384341637
2025-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,110.0,0.18092105263157895
2025-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,88.0,0.14308943089430895
2025-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,128.0,0.1833810888252149
2025-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,87.0,0.14427860696517414
2025-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,93.0,0.14307692307692307
2025-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,92.0,0.15282392026578073
2025-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,81.0,0.13410596026490065
2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,97.0,0.16724137931034483
2025-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,64.0,0.14096916299559473
2025-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,69.0,0.1316793893129771
2025-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,76.0,0.17272727272727273
2025-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,66.0,0.14473684210526316
2025-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,76.0,0.14931237721021612
2025-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,61.0,0.1182170542635659
2025-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,67.0,0.14225053078556263
2025-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,71.0,0.1517094017094017
2025-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,83.0,0.141396933560477
2025-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,95.0,0.16725352112676056
2025-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,82.0,0.1555977229601518
2025-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,75.0,0.1391465677179963
2025-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,70.0,0.137524557956778
2025-12-10,0.0,0.0,0.0,3763.0,3763.0,0.0,0.0,0.0,0.0,572.0,69.0,0.12062937062937062
2025-12-11,0.0,0.0,0.0,5904.0,5904.0,0.0,0.0,0.0,0.0,575.0,72.0,0.12521739130434784
2025-12-12,0.0,0.0,0.0,5354.0,5354.0,0.0,0.0,0.0,0.0,601.0,89.0,0.1480865224625624
2025-12-13,0.0,0.0,0.0,3656.0,3656.0,0.0,0.0,0.0,0.0,553.0,80.0,0.14466546112115733
2025-12-14,0.0,0.0,0.0,3492.0,3492.0,0.0,0.0,0.0,0.0,465.0,69.0,0.14838709677419354
2025-12-15,0.0,0.0,0.0,4966.0,4966.0,0.0,0.0,0.0,0.0,549.0,80.0,0.14571948998178508
2025-12-16,0.0,0.0,0.0,4939.0,4939.0,0.0,0.0,0.0,0.0,529.0,61.0,0.11531190926275993
2025-12-17,0.0,0.0,0.0,5442.0,5442.0,0.0,0.0,0.0,0.0,577.0,69.0,0.1195840554592721
2025-12-18,0.0,0.0,0.0,5881.0,5881.0,0.0,0.0,0.0,0.0,526.0,72.0,0.13688212927756654
2025-12-19,0.0,0.0,0.0,4824.0,4824.0,0.0,0.0,0.0,0.0,555.0,62.0,0.11171171171171171
2025-12-20,0.0,0.0,0.0,3577.0,3577.0,0.0,0.0,0.0,0.0,627.0,71.0,0.11323763955342903
2025-12-21,0.0,0.0,0.0,3784.0,3784.0,0.0,0.0,0.0,0.0,562.0,68.0,0.12099644128113879
2025-12-22,0.0,0.0,0.0,5390.0,5390.0,0.0,0.0,0.0,0.0,612.0,83.0,0.13562091503267973
2025-12-23,0.0,0.0,0.0,5278.0,5278.0,0.0,0.0,0.0,0.0,576.0,73.0,0.1267361111111111
2025-12-24,0.0,0.0,0.0,3715.0,3715.0,0.0,0.0,0.0,0.0,584.0,83.0,0.1421232876712329
2025-12-25,0.0,0.0,0.0,2506.0,2506.0,133084.0,1023876.0,7.693456764148959,14.812066063538818,440.0,48.0,0.10909090909090909
2025-12-26,0.0,0.0,0.0,4912.0,4912.0,145533.0,1662143.0,11.421072883813293,16.675111486741837,572.0,97.0,0.16958041958041958
2025-12-27,0.0,0.0,0.0,3514.0,3514.0,143439.0,1279749.0,8.921904084663167,15.29407622752529,492.0,71.0,0.1443089430894309
2025-12-28,0.0,0.0,0.0,4287.0,4287.0,142392.0,1069927.0,7.513954435642452,13.894642957469522,506.0,71.0,0.14031620553359683
2025-12-29,0.0,0.0,0.0,5547.0,5547.0,144486.0,1379021.0,9.544322633334717,14.588935952272193,11.0,0.0,0.0
2025-12-30,0.0,0.0,0.0,5116.0,5116.0,145533.0,1677132.0,11.52406670652017,16.49032178268846,0.0,0.0,0.0
2025-12-31,0.0,0.0,0.0,4153.0,4153.0,145533.0,1642325.0,11.284897583365971,16.252396363711323,0.0,0.0,0.0
